seniorcitizen,tenure,monthlycharges,gender_male,partner_yes,dependents_yes,phoneservice_yes,multiplelines_yes,internetservice_fiber_optic,internetservice_no,onlinesecurity_yes,onlinebackup_yes,deviceprotection_yes,techsupport_yes,streamingtv_yes,streamingmovies_yes,contract_one_year,contract_two_year,paperlessbilling_yes,paymentmethod_credit_card_(automatic),paymentmethod_electronic_check,paymentmethod_mailed_check,paymentmethod_credit_card
0,0.34608241709281135,1.306188060777252,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0.0,0,0,
0,-0.790103680737989,0.2595820597412361,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0.0,1,0,
0,1.3605342901560258,-0.12566153937628624,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0.0,0,0,
0,-1.277040579808332,0.6630131249115171,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0.0,1,0,
0,-1.155306355040746,0.5175133964894484,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0,0,1,
0,-0.4654790813577603,1.304534654772456,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0.0,0,0,
0,0.8330193161631543,-0.026457179088511997,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0.0,0,0,
0,-1.2364625048858033,-0.6415242128727111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,
0,0.26492626724775414,-0.33399069598061154,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,0,0,
0,-1.155306355040746,-1.187148194455468,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,
1,-0.790103680737989,0.9540125817556541,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1.0,0,0,
0,-1.2364625048858033,0.13392320337672245,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1.0,0,0,
0,-1.074150205195689,-1.5012953353667524,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,-0.26258870674511736,-0.677899144978228,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1.0,0,0,
0,0.7924412412406258,1.200370076470293,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0.0,0,0,
0,-0.18143255690006022,-1.3028866147912044,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,
0,1.6040027396911973,0.51255317847506,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0.0,0,0,
1,0.5083947167829257,1.0614839720674092,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0.0,1,0,
0,0.2243481923252256,-1.499641929361956,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0,0,
0,-0.26258870674511736,0.5638087646237432,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1.0,0,0,
0,0.8735973910856829,0.9639330177844314,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1.0,0,0,
1,1.4822685149236117,1.3376027748683805,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1.0,0,0,
0,-0.8712598305830461,-0.3422577260045927,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0.0,0,1,
0,-0.10027640705500306,-1.4930283053427713,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0,0,
0,-1.277040579808332,-1.5244430194338996,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,
0,0.7924412412406258,1.5310512774295397,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1.0,0,0,
0,-0.790103680737989,0.47287143435995027,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0.0,1,0,
0,1.3605342901560258,0.4927123064175049,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0.0,0,0,
1,-1.155306355040746,1.145807678312017,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0.0,1,0,
0,-0.5466352312028174,0.8068594473287892,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0.0,0,0,
0,-0.9524159804281033,-1.4946817113475674,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,-0.6683694559704032,-1.4814544633091975,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,
0,0.26492626724775414,-0.46956998837390274,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.0,1,0,
0,-0.8306817556605175,0.9672398297940241,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0.0,1,0,
0,1.3605342901560258,-1.5079089593859372,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,
0,1.52284658984614,1.6732441938420157,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1.0,0,0,
0,-0.10027640705500306,0.6150643507724263,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0.0,0,0,
0,-1.277040579808332,-1.478147651299605,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,1.6040027396911973,1.0829782501297605,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1.0,0,0,
0,-1.277040579808332,0.3191046759139004,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,
0,-0.38432293151270314,-0.3571383800477589,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1,0,
0,0.6301289415505114,-1.172267540412302,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0,0,
0,0.26492626724775414,0.5605019526141508,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.0,1,0,
0,1.6040027396911973,-1.5095623653907335,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,
0,-0.14085448197753164,0.816779883357567,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0.0,0,1,
0,-0.5466352312028174,-1.4798010573044011,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,-0.4654790813577603,-0.7076604530645604,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.0,0,1,
1,0.34608241709281135,0.9788136718275976,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0.0,1,0,
0,-0.059698332132474476,0.654746094887536,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1.0,0,0,
0,-1.277040579808332,-0.6200299348103598,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,
0,0.10261396755763985,-0.09424682528515771,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0.0,1,0,
0,1.6040027396911973,0.46625781034076524,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0.0,0,0,
0,0.7112850913955685,-0.6663253029446546,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,
1,1.2793781403109687,1.2284779785518287,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0.0,1,0,
0,1.4822685149236117,1.3276823388396028,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1.0,0,0,
0,-0.790103680737989,0.27776952579399455,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0.0,0,1,
0,1.5634246647686687,-0.11739450935230507,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1.0,0,0,
0,-0.5060571562802889,-1.4963351173523636,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,-0.9929940553506318,-1.512869177400326,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0,1,
0,1.6040027396911973,1.7162327499667176,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0,0,0,
0,1.4822685149236117,0.06448015117528084,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0.0,0,1,
0,-1.277040579808332,0.8481945974486951,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.0,1,0,
1,-0.019120257209945892,0.4811384643839315,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0,1,0,
1,-1.2364625048858033,0.2529684357220511,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0,1,
0,-0.4654790813577603,0.30091720986114195,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0,0,
0,0.10261396755763985,0.3389455479714555,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,1.4011123650785544,0.4877520884031165,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0.0,1,0,
0,-0.26258870674511736,0.5142065844798561,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0.0,1,0,
0,0.021457817712582688,1.0201488219475034,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0.0,1,0,
0,-0.6277913810478746,0.7208823350793853,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0.0,1,0,
0,0.7112850913955685,-1.506255553381141,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,
0,1.5634246647686687,0.9358251157028956,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0.0,0,0,
0,-0.38432293151270314,0.8333139434055293,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0.0,0,1,
0,1.4822685149236117,-1.4880680873283825,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,
0,-0.5060571562802889,-1.4649204032612353,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,
0,0.8330193161631543,-0.6167231228007676,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0,0,0,
1,1.6040027396911973,1.3243755268300106,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1.0,0,0,
0,1.52284658984614,0.03471884308894845,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0.0,1,0,
0,-0.6683694559704032,-1.4731874332852164,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,
0,-1.155306355040746,-1.4880680873283825,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,
0,-0.2220106318225888,1.1838360164223307,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0.0,1,0,
1,0.5083947167829257,1.116046370225685,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0.0,0,0,
0,-0.5872133061253461,-1.49798852335716,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,-0.6277913810478746,-1.5079089593859372,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,
0,-0.4654790813577603,-0.6382174008631186,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,-1.277040579808332,-0.6795525509830244,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,
1,1.3605342901560258,1.4268866991273768,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0.0,0,0,
0,1.3199562152334972,-1.2962729907720194,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,-0.2220106318225888,0.4811384643839315,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0.0,1,0,
0,-0.7089475308929317,-1.2764321187144645,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,-0.9118379055055746,-1.4880680873283825,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,
0,-0.790103680737989,-1.526096425438696,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,0.7924412412406258,0.803552635319197,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0.0,0,1,
0,-0.8712598305830461,1.0333760699858736,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1.0,0,0,
0,1.1576439155433829,0.47783165237433917,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0.0,1,0,
1,-1.0335721302731604,1.0135351979283185,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0.0,0,0,
0,-0.9524159804281033,0.18352538352060946,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,-0.790103680737989,-0.4249280262444044,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0,0,
1,-0.8712598305830461,1.2929608127388819,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0.0,0,0,
0,0.30550434217028277,1.202023482475089,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0.0,1,0,
0,-1.277040579808332,0.5241270205086335,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0,1,0,
0,-1.277040579808332,0.16533791746785098,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,
0,0.10261396755763985,0.6729335609402944,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1.0,0,0,
0,0.2243481923252256,1.5128638113767812,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0.0,1,0,
0,-1.277040579808332,-1.512869177400326,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,1.0359096907757972,0.1702981354822394,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0.0,0,0,
1,-0.8712598305830461,0.5935700727100756,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0.0,1,0,
1,1.4822685149236117,0.3025706158659381,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1.0,0,0,
0,1.441690440001083,1.2036768884798852,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0.0,0,0,
0,0.8735973910856829,1.4748354732664677,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0.0,1,0,
0,1.4822685149236117,-0.1934511855729317,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0.0,0,0,
0,-0.26258870674511736,0.8316605374007328,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1.0,0,0,
0,1.6040027396911973,-1.349181982925499,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1.0,0,0,
1,-0.6277913810478746,0.9126774316357483,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0.0,1,0,
1,-0.9929940553506318,-0.7142740770837452,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.0,0,1,
0,-0.7495256058154603,0.5274338325182262,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0,0,0,
0,-0.34374485659017456,-0.33068388397101905,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1,0,
0,-0.6277913810478746,-0.008269713035753523,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,0,1,
0,-1.277040579808332,-1.3409149529015179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,1.6040027396911973,1.610414765659759,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1.0,0,0,
0,-0.38432293151270314,0.5588485466093542,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1.0,0,0,
0,1.5634246647686687,-1.3326479228775365,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0.0,0,0,
1,0.5083947167829257,0.6861608089786645,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0.0,0,0,
0,1.6040027396911973,1.4880627213048376,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1.0,0,0,
0,0.5895508666279828,0.46129759232637685,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0.0,1,0,
1,-0.8306817556605175,0.6233313807964075,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0.0,0,1,
0,-0.10027640705500306,0.9622796117796353,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1.0,0,0,
1,1.4011123650785544,1.3376027748683805,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1.0,0,0,
0,-1.2364625048858033,-0.35052475602857386,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0.0,0,1,
0,1.2793781403109687,1.6583635397988494,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0,0,0,
0,-0.7089475308929317,-1.47153402728042,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,
0,0.34608241709281135,0.8018992293144008,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.0,1,0,
0,-0.5060571562802889,-0.026457179088511997,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0.0,0,1,
1,-1.277040579808332,0.697734651012238,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0.0,1,0,
0,-1.155306355040746,1.0912452801537418,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0.0,1,0,
0,-1.277040579808332,-1.5029487413715485,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,
0,1.6040027396911973,-0.1719569075105807,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0.0,0,0,
1,-0.7495256058154603,0.5092463664654673,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0,0,
0,-0.6277913810478746,-1.5145225834051224,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,-0.019120257209945892,0.8630752514918613,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.0,1,0,
0,1.0359096907757972,0.20336625557816407,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1.0,0,0,
0,1.6040027396911973,1.3607504589355275,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1.0,0,0,
0,0.8735973910856829,-0.32903047796622287,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1.0,0,0,
0,0.7924412412406258,-0.4629563643547177,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0.0,0,0,
0,-0.5060571562802889,-1.3243808928535554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,
0,0.30550434217028277,-0.2761214858127434,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,
0,-0.5872133061253461,-0.9837792558655312,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,
0,-0.14085448197753164,-1.4930283053427713,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0,1,
0,-0.18143255690006022,0.18021857151101717,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0,0,
1,-0.7495256058154603,0.462950998331173,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0.0,1,0,
0,-0.5466352312028174,-0.6646718969398582,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1.0,0,0,
0,-1.277040579808332,1.150767896326406,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0.0,1,0,
0,-0.10027640705500306,0.6398654408443698,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1.0,0,0,
0,-0.5872133061253461,0.6696267489307022,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0.0,1,0,
1,0.021457817712582688,-0.18187734353935803,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0.0,0,0,
0,0.95475354093074,-1.3243808928535554,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.0,1,0,
0,0.021457817712582688,-1.4831078693139936,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,
1,-0.2220106318225888,0.6927744329978496,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0.0,1,0,
0,-0.5060571562802889,-0.4348484622731819,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,1,
0,-1.1147282801182177,-1.322727486848759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,-0.14085448197753164,-0.9705520078271614,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0,1,
0,1.0359096907757972,0.8796093115398236,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0.0,1,0,
0,0.06203589263511127,0.0016507229930237826,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.0,0,1,
1,-1.074150205195689,0.3124910518947158,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,1,0,
0,0.4272385669378685,0.8498480034534917,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1.0,0,0,
0,0.30550434217028277,1.2466654446045877,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0.0,0,1,
1,1.1170658406208545,1.689778253889978,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0,0,0,
1,-1.2364625048858033,0.15376407543427706,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,1.6040027396911973,1.2797335647005124,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0.0,1,0,
0,-0.4249010064352317,-0.5009847024650312,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,
0,-0.7495256058154603,-1.4897214933331788,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,-1.277040579808332,-0.6894729870118017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,-0.8712598305830461,0.38193410409615747,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
1,-1.074150205195689,-1.5029487413715485,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,
0,-1.2364625048858033,-1.49798852335716,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,
0,-0.9524159804281033,0.3736670740721763,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,-0.30316678166764593,0.649785876873147,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0.0,0,1,
0,0.34608241709281135,-1.4963351173523636,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,
0,-0.9118379055055746,-1.5095623653907335,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0,1,
0,0.5895508666279828,1.603801141640574,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.0,0,0,
0,1.1982219904659115,0.9606262057748391,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0.0,0,0,
1,-1.0335721302731604,0.2909967738323646,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,1.2793781403109687,0.5390076745517997,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0.0,1,0,
0,0.8330193161631543,0.9573193937652469,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0.0,1,0,
0,0.7112850913955685,-1.4682272152708278,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,0.10261396755763985,0.8779559055350274,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1.0,0,0,
0,1.52284658984614,0.39681475813932365,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1.0,0,0,
0,-1.277040579808332,0.3439057659858439,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,0,
0,-1.277040579808332,-0.5621607246424917,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,
0,-0.5872133061253461,-1.4831078693139936,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,1,
0,1.52284658984614,1.2913074067340857,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1.0,0,0,
0,0.26492626724775414,-1.3475285769207026,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0.0,0,1,
0,1.3605342901560258,1.2615460986477534,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0.0,0,0,
0,-1.277040579808332,-0.6795525509830244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,
0,1.0359096907757972,-1.5145225834051224,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0,0,
1,-0.5872133061253461,-1.4748408392900125,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,0,
0,-0.8712598305830461,-0.6712855209590433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,
0,-1.2364625048858033,0.19013900753979449,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,-1.2364625048858033,0.7026948690266268,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0,1,
0,0.2243481923252256,0.03967906110333734,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0.0,0,0,
0,1.6040027396911973,1.4252332931225806,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1.0,0,0,
0,1.5634246647686687,-0.34556453801418524,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0,0,
1,1.6040027396911973,1.349176616901954,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1.0,0,0,
0,-0.18143255690006022,0.3290251119426782,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0,0,
0,0.5895508666279828,0.34721257799543664,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,
0,-1.277040579808332,-1.4814544633091975,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,
0,0.5489727917054542,-0.02480377308371586,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1.0,0,0,
0,1.6040027396911973,-0.3191100419374456,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,
1,-1.277040579808332,0.35713301402421394,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,
0,-1.155306355040746,-0.9903928798847162,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,1,
0,-0.9929940553506318,-1.5046021473763447,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,
0,1.441690440001083,0.264542277755625,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0.0,0,0,
0,-1.277040579808332,0.48444527639352375,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0,1,0,
0,0.46781664186039706,0.8498480034534917,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0.0,0,0,
0,1.6040027396911973,0.915984243645341,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0.0,0,0,
0,1.441690440001083,0.5786894186669094,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1.0,0,0,
0,1.1576439155433829,-0.7027002350501715,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1.0,0,0,
1,1.5634246647686687,-1.3061934268007966,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,
0,-0.38432293151270314,1.1342338362784437,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0.0,1,0,
0,-1.2364625048858033,-0.6729389269638394,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,
0,1.1982219904659115,-1.4847612753187902,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1.0,0,0,
0,-1.2364625048858033,-0.3472179440189814,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0,0,1,
0,1.5634246647686687,1.4434207591753392,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1.0,0,0,
